record_id,employee_id,date,scheduled_check_in_date,actual_check_in_date,scheduled_check_out_date,actual_check_out_date,late_minutes,is_late,is_absent,late_or_absent_reason
16,3,2024-11-16,2024-11-16 09:00:00,2024-11-16 08:52:00,2024-11-16 18:00:00,2024-11-16 18:24:00,0,False,False,
17,3,2024-11-17,2024-11-17 09:00:00,2024-11-17 08:52:00,2024-11-17 18:00:00,2024-11-17 17:39:00,0,False,False,
18,3,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:01:00,2024-11-18 18:00:00,2024-11-18 18:23:00,1,True,False,개인 사정
19,3,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:03:00,2024-11-19 18:00:00,2024-11-19 18:42:00,3,True,False,개인 사정
20,3,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:25:00,2024-11-20 18:00:00,2024-11-20 18:55:00,25,True,False,교통 체증
21,3,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:10:00,2024-11-21 18:00:00,2024-11-21 18:25:00,10,True,False,개인 사정
22,4,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:03:00,2024-11-15 18:00:00,2024-11-15 18:44:00,3,True,False,개인 사정
23,4,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:01:00,2024-11-16 18:00:00,2024-11-16 18:00:00,1,True,False,건강 문제
24,4,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:10:00,2024-11-17 18:00:00,2024-11-17 18:36:00,10,True,False,개인 사정
25,4,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:03:00,2024-11-18 18:00:00,2024-11-18 18:46:00,3,True,False,교통 체증
26,4,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:21:00,2024-11-19 18:00:00,2024-11-19 18:38:00,21,True,False,개인 사정
27,4,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:22:00,2024-11-20 18:00:00,2024-11-20 18:37:00,22,True,False,개인 사정
28,4,2024-11-21,2024-11-21 09:00:00,,2024-11-21 18:00:00,,0,False,True,병가
29,5,2024-11-15,2024-11-15 09:00:00,2024-11-15 08:45:00,2024-11-15 18:00:00,2024-11-15 18:20:00,0,False,False,
30,5,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:23:00,2024-11-16 18:00:00,2024-11-16 19:00:00,23,True,False,교통 체증
31,5,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:13:00,2024-11-17 18:00:00,2024-11-17 18:36:00,13,True,False,개인 사정
32,5,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:04:00,2024-11-18 18:00:00,2024-11-18 18:44:00,4,True,False,교통 체증
33,5,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:52:00,2024-11-19 18:00:00,2024-11-19 18:07:00,0,False,False,
34,5,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:04:00,2024-11-20 18:00:00,2024-11-20 17:44:00,4,True,False,개인 사정
35,5,2024-11-21,2024-11-21 09:00:00,,2024-11-21 18:00:00,,0,False,True,교통 문제
36,6,2024-11-15,2024-11-15 09:00:00,2024-11-15 08:58:00,2024-11-15 18:00:00,2024-11-15 17:43:00,0,False,False,
37,6,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:04:00,2024-11-16 18:00:00,2024-11-16 18:34:00,4,True,False,개인 사정
38,6,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:27:00,2024-11-17 18:00:00,2024-11-17 18:26:00,27,True,False,건강 문제
39,6,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:09:00,2024-11-18 18:00:00,2024-11-18 17:32:00,9,True,False,건강 문제
40,6,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:53:00,2024-11-19 18:00:00,2024-11-19 18:12:00,0,False,False,
41,6,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:02:00,2024-11-20 18:00:00,2024-11-20 18:58:00,2,True,False,개인 사정
42,6,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:00:00,2024-11-21 18:00:00,2024-11-21 18:23:00,0,False,False,
43,7,2024-11-15,2024-11-15 09:00:00,,2024-11-15 18:00:00,,0,False,True,기타
44,7,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:19:00,2024-11-16 18:00:00,2024-11-16 18:29:00,19,True,False,건강 문제
45,7,2024-11-17,2024-11-17 09:00:00,,2024-11-17 18:00:00,,0,False,True,기타
46,7,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:28:00,2024-11-18 18:00:00,2024-11-18 18:21:00,28,True,False,교통 체증
47,7,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:57:00,2024-11-19 18:00:00,2024-11-19 17:47:00,0,False,False,
48,7,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:29:00,2024-11-20 18:00:00,2024-11-20 18:02:00,29,True,False,개인 사정
49,7,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:17:00,2024-11-21 18:00:00,2024-11-21 17:50:00,17,True,False,교통 체증
50,8,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:05:00,2024-11-15 18:00:00,2024-11-15 17:54:00,5,True,False,개인 사정
51,8,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:00:00,2024-11-16 18:00:00,2024-11-16 18:57:00,0,False,False,
52,8,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:11:00,2024-11-17 18:00:00,2024-11-17 18:43:00,11,True,False,교통 체증
53,8,2024-11-18,2024-11-18 09:00:00,,2024-11-18 18:00:00,,0,False,True,병가
54,8,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:27:00,2024-11-19 18:00:00,2024-11-19 17:47:00,27,True,False,개인 사정
55,8,2024-11-20,2024-11-20 09:00:00,,2024-11-20 18:00:00,,0,False,True,가족 행사
56,8,2024-11-21,2024-11-21 09:00:00,2024-11-21 08:51:00,2024-11-21 18:00:00,2024-11-21 18:47:00,0,False,False,
57,9,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:04:00,2024-11-15 18:00:00,2024-11-15 17:54:00,4,True,False,건강 문제
58,9,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:04:00,2024-11-16 18:00:00,2024-11-16 18:46:00,4,True,False,교통 체증
59,9,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:26:00,2024-11-17 18:00:00,2024-11-17 18:59:00,26,True,False,개인 사정
60,9,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:27:00,2024-11-18 18:00:00,2024-11-18 17:56:00,27,True,False,개인 사정
61,9,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:21:00,2024-11-19 18:00:00,2024-11-19 17:35:00,21,True,False,개인 사정
62,9,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:16:00,2024-11-20 18:00:00,2024-11-20 17:44:00,16,True,False,건강 문제
63,9,2024-11-21,2024-11-21 09:00:00,2024-11-21 08:54:00,2024-11-21 18:00:00,2024-11-21 17:53:00,0,False,False,
64,10,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:02:00,2024-11-15 18:00:00,2024-11-15 18:05:00,2,True,False,교통 체증
65,10,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:19:00,2024-11-16 18:00:00,2024-11-16 18:07:00,19,True,False,교통 체증
66,10,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:20:00,2024-11-17 18:00:00,2024-11-17 18:37:00,20,True,False,교통 체증
67,10,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:22:00,2024-11-18 18:00:00,2024-11-18 17:57:00,22,True,False,교통 체증
68,10,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:48:00,2024-11-19 18:00:00,2024-11-19 17:36:00,0,False,False,
69,10,2024-11-20,2024-11-20 09:00:00,,2024-11-20 18:00:00,,0,False,True,병가
70,10,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:16:00,2024-11-21 18:00:00,2024-11-21 17:49:00,16,True,False,교통 체증
71,11,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:16:00,2024-11-15 18:00:00,2024-11-15 18:45:00,16,True,False,교통 체증
72,11,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:29:00,2024-11-16 18:00:00,2024-11-16 17:46:00,29,True,False,교통 체증
73,11,2024-11-17,2024-11-17 09:00:00,2024-11-17 08:49:00,2024-11-17 18:00:00,2024-11-17 17:48:00,0,False,False,
74,11,2024-11-18,2024-11-18 09:00:00,2024-11-18 08:47:00,2024-11-18 18:00:00,2024-11-18 18:05:00,0,False,False,
75,11,2024-11-19,2024-11-19 09:00:00,,2024-11-19 18:00:00,,0,False,True,기타
76,11,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:08:00,2024-11-20 18:00:00,2024-11-20 18:35:00,8,True,False,개인 사정
77,11,2024-11-21,2024-11-21 09:00:00,,2024-11-21 18:00:00,,0,False,True,교통 문제
78,12,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:10:00,2024-11-15 18:00:00,2024-11-15 18:16:00,10,True,False,교통 체증
79,12,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:22:00,2024-11-16 18:00:00,2024-11-16 18:14:00,22,True,False,건강 문제
80,12,2024-11-17,2024-11-17 09:00:00,,2024-11-17 18:00:00,,0,False,True,교통 문제
81,12,2024-11-18,2024-11-18 09:00:00,,2024-11-18 18:00:00,,0,False,True,병가
82,12,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:15:00,2024-11-19 18:00:00,2024-11-19 18:34:00,15,True,False,교통 체증
83,12,2024-11-20,2024-11-20 09:00:00,,2024-11-20 18:00:00,,0,False,True,교통 문제
84,12,2024-11-21,2024-11-21 09:00:00,,2024-11-21 18:00:00,,0,False,True,교통 문제
85,13,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:25:00,2024-11-15 18:00:00,2024-11-15 18:56:00,25,True,False,개인 사정
86,13,2024-11-16,2024-11-16 09:00:00,,2024-11-16 18:00:00,,0,False,True,교통 문제
87,13,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:16:00,2024-11-17 18:00:00,2024-11-17 18:19:00,16,True,False,건강 문제
88,13,2024-11-18,2024-11-18 09:00:00,2024-11-18 08:57:00,2024-11-18 18:00:00,2024-11-18 17:41:00,0,False,False,
89,13,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:18:00,2024-11-19 18:00:00,2024-11-19 18:29:00,18,True,False,건강 문제
90,13,2024-11-20,2024-11-20 09:00:00,2024-11-20 08:51:00,2024-11-20 18:00:00,2024-11-20 18:45:00,0,False,False,
91,13,2024-11-21,2024-11-21 09:00:00,2024-11-21 08:48:00,2024-11-21 18:00:00,2024-11-21 18:13:00,0,False,False,
92,14,2024-11-15,2024-11-15 09:00:00,2024-11-15 08:50:00,2024-11-15 18:00:00,2024-11-15 18:10:00,0,False,False,
93,14,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:04:00,2024-11-16 18:00:00,2024-11-16 17:59:00,4,True,False,교통 체증
94,14,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:30:00,2024-11-17 18:00:00,2024-11-17 18:00:00,30,True,False,개인 사정
95,14,2024-11-18,2024-11-18 09:00:00,,2024-11-18 18:00:00,,0,False,True,교통 문제
96,14,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:25:00,2024-11-19 18:00:00,2024-11-19 18:17:00,25,True,False,개인 사정
97,14,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:02:00,2024-11-20 18:00:00,2024-11-20 18:16:00,2,True,False,건강 문제
98,14,2024-11-21,2024-11-21 09:00:00,2024-11-21 08:47:00,2024-11-21 18:00:00,2024-11-21 17:50:00,0,False,False,
99,15,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:14:00,2024-11-15 18:00:00,2024-11-15 18:59:00,14,True,False,건강 문제
100,15,2024-11-16,2024-11-16 09:00:00,,2024-11-16 18:00:00,,0,False,True,병가
101,15,2024-11-17,2024-11-17 09:00:00,,2024-11-17 18:00:00,,0,False,True,가족 행사
102,15,2024-11-18,2024-11-18 09:00:00,2024-11-18 08:54:00,2024-11-18 18:00:00,2024-11-18 18:13:00,0,False,False,
103,15,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:16:00,2024-11-19 18:00:00,2024-11-19 18:47:00,16,True,False,교통 체증
104,15,2024-11-20,2024-11-20 09:00:00,,2024-11-20 18:00:00,,0,False,True,기타
105,15,2024-11-21,2024-11-21 09:00:00,2024-11-21 08:48:00,2024-11-21 18:00:00,2024-11-21 18:34:00,0,False,False,
106,16,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:04:00,2024-11-15 18:00:00,2024-11-15 18:25:00,4,True,False,교통 체증
107,16,2024-11-16,2024-11-16 09:00:00,2024-11-16 08:57:00,2024-11-16 18:00:00,2024-11-16 18:25:00,0,False,False,
108,16,2024-11-17,2024-11-17 09:00:00,2024-11-17 08:49:00,2024-11-17 18:00:00,2024-11-17 17:36:00,0,False,False,
109,16,2024-11-18,2024-11-18 09:00:00,,2024-11-18 18:00:00,,0,False,True,가족 행사
110,16,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:51:00,2024-11-19 18:00:00,2024-11-19 17:50:00,0,False,False,
111,16,2024-11-20,2024-11-20 09:00:00,2024-11-20 08:46:00,2024-11-20 18:00:00,2024-11-20 18:52:00,0,False,False,
112,16,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:20:00,2024-11-21 18:00:00,2024-11-21 18:34:00,20,True,False,개인 사정
113,17,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:15:00,2024-11-15 18:00:00,2024-11-15 18:54:00,15,True,False,개인 사정
114,17,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:26:00,2024-11-16 18:00:00,2024-11-16 18:12:00,26,True,False,건강 문제
115,17,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:01:00,2024-11-17 18:00:00,2024-11-17 18:12:00,1,True,False,교통 체증
116,17,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:22:00,2024-11-18 18:00:00,2024-11-18 17:45:00,22,True,False,개인 사정
117,17,2024-11-19,2024-11-19 09:00:00,,2024-11-19 18:00:00,,0,False,True,교통 문제
118,17,2024-11-20,2024-11-20 09:00:00,2024-11-20 08:57:00,2024-11-20 18:00:00,2024-11-20 17:52:00,0,False,False,
119,17,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:22:00,2024-11-21 18:00:00,2024-11-21 18:43:00,22,True,False,건강 문제
120,18,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:24:00,2024-11-15 18:00:00,2024-11-15 18:15:00,24,True,False,교통 체증
121,18,2024-11-16,2024-11-16 09:00:00,2024-11-16 08:57:00,2024-11-16 18:00:00,2024-11-16 18:21:00,0,False,False,
122,18,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:27:00,2024-11-17 18:00:00,2024-11-17 18:45:00,27,True,False,개인 사정
123,18,2024-11-18,2024-11-18 09:00:00,2024-11-18 08:47:00,2024-11-18 18:00:00,2024-11-18 18:39:00,0,False,False,
124,18,2024-11-19,2024-11-19 09:00:00,,2024-11-19 18:00:00,,0,False,True,가족 행사
125,18,2024-11-20,2024-11-20 09:00:00,,2024-11-20 18:00:00,,0,False,True,교통 문제
126,18,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:28:00,2024-11-21 18:00:00,2024-11-21 18:52:00,28,True,False,건강 문제
127,19,2024-11-15,2024-11-15 09:00:00,2024-11-15 08:59:00,2024-11-15 18:00:00,2024-11-15 18:29:00,0,False,False,
128,19,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:22:00,2024-11-16 18:00:00,2024-11-16 18:14:00,22,True,False,건강 문제
129,19,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:20:00,2024-11-17 18:00:00,2024-11-17 17:37:00,20,True,False,개인 사정
130,19,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:05:00,2024-11-18 18:00:00,2024-11-18 18:15:00,5,True,False,교통 체증
131,19,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:10:00,2024-11-19 18:00:00,2024-11-19 18:55:00,10,True,False,개인 사정
132,19,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:15:00,2024-11-20 18:00:00,2024-11-20 18:03:00,15,True,False,개인 사정
133,19,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:20:00,2024-11-21 18:00:00,2024-11-21 17:36:00,20,True,False,건강 문제
134,20,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:01:00,2024-11-15 18:00:00,2024-11-15 18:49:00,1,True,False,건강 문제
135,20,2024-11-16,2024-11-16 09:00:00,,2024-11-16 18:00:00,,0,False,True,교통 문제
136,20,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:17:00,2024-11-17 18:00:00,2024-11-17 18:00:00,17,True,False,개인 사정
137,20,2024-11-18,2024-11-18 09:00:00,,2024-11-18 18:00:00,,0,False,True,교통 문제
138,20,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:25:00,2024-11-19 18:00:00,2024-11-19 18:34:00,25,True,False,건강 문제
139,20,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:06:00,2024-11-20 18:00:00,2024-11-20 18:07:00,6,True,False,개인 사정
140,20,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:20:00,2024-11-21 18:00:00,2024-11-21 18:24:00,20,True,False,개인 사정
141,21,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:10:00,2024-11-15 18:00:00,2024-11-15 19:00:00,10,True,False,개인 사정
142,21,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:04:00,2024-11-16 18:00:00,2024-11-16 18:48:00,4,True,False,개인 사정
143,21,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:12:00,2024-11-17 18:00:00,2024-11-17 17:33:00,12,True,False,개인 사정
144,21,2024-11-18,2024-11-18 09:00:00,2024-11-18 08:45:00,2024-11-18 18:00:00,2024-11-18 17:38:00,0,False,False,
145,21,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:00:00,2024-11-19 18:00:00,2024-11-19 17:38:00,0,False,False,
146,21,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:01:00,2024-11-20 18:00:00,2024-11-20 18:38:00,1,True,False,교통 체증
147,21,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:23:00,2024-11-21 18:00:00,2024-11-21 18:20:00,23,True,False,건강 문제
148,22,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:27:00,2024-11-15 18:00:00,2024-11-15 17:40:00,27,True,False,건강 문제
149,22,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:22:00,2024-11-16 18:00:00,2024-11-16 18:14:00,22,True,False,개인 사정
150,22,2024-11-17,2024-11-17 09:00:00,,2024-11-17 18:00:00,,0,False,True,기타
151,22,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:29:00,2024-11-18 18:00:00,2024-11-18 18:52:00,29,True,False,건강 문제
152,22,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:02:00,2024-11-19 18:00:00,2024-11-19 17:59:00,2,True,False,건강 문제
153,22,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:24:00,2024-11-20 18:00:00,2024-11-20 18:01:00,24,True,False,개인 사정
154,22,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:28:00,2024-11-21 18:00:00,2024-11-21 17:57:00,28,True,False,건강 문제
155,23,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:03:00,2024-11-15 18:00:00,2024-11-15 18:17:00,3,True,False,개인 사정
156,23,2024-11-16,2024-11-16 09:00:00,2024-11-16 08:57:00,2024-11-16 18:00:00,2024-11-16 18:31:00,0,False,False,
157,23,2024-11-17,2024-11-17 09:00:00,,2024-11-17 18:00:00,,0,False,True,병가
158,23,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:14:00,2024-11-18 18:00:00,2024-11-18 18:12:00,14,True,False,교통 체증
159,23,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:56:00,2024-11-19 18:00:00,2024-11-19 17:48:00,0,False,False,
160,23,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:22:00,2024-11-20 18:00:00,2024-11-20 17:44:00,22,True,False,개인 사정
161,23,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:19:00,2024-11-21 18:00:00,2024-11-21 17:53:00,19,True,False,건강 문제
162,24,2024-11-15,2024-11-15 09:00:00,2024-11-15 08:54:00,2024-11-15 18:00:00,2024-11-15 18:37:00,0,False,False,
163,24,2024-11-16,2024-11-16 09:00:00,,2024-11-16 18:00:00,,0,False,True,교통 문제
164,24,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:14:00,2024-11-17 18:00:00,2024-11-17 18:10:00,14,True,False,교통 체증
165,24,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:11:00,2024-11-18 18:00:00,2024-11-18 18:25:00,11,True,False,건강 문제
166,24,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:50:00,2024-11-19 18:00:00,2024-11-19 17:51:00,0,False,False,
167,24,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:14:00,2024-11-20 18:00:00,2024-11-20 18:36:00,14,True,False,교통 체증
168,24,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:28:00,2024-11-21 18:00:00,2024-11-21 18:57:00,28,True,False,개인 사정
169,25,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:29:00,2024-11-15 18:00:00,2024-11-15 17:37:00,29,True,False,건강 문제
170,25,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:15:00,2024-11-16 18:00:00,2024-11-16 17:55:00,15,True,False,건강 문제
171,25,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:19:00,2024-11-17 18:00:00,2024-11-17 17:48:00,19,True,False,개인 사정
172,25,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:06:00,2024-11-18 18:00:00,2024-11-18 18:50:00,6,True,False,건강 문제
173,25,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:49:00,2024-11-19 18:00:00,2024-11-19 18:00:00,0,False,False,
174,25,2024-11-20,2024-11-20 09:00:00,,2024-11-20 18:00:00,,0,False,True,교통 문제
175,25,2024-11-21,2024-11-21 09:00:00,,2024-11-21 18:00:00,,0,False,True,기타
176,26,2024-11-15,2024-11-15 09:00:00,2024-11-15 08:52:00,2024-11-15 18:00:00,2024-11-15 17:40:00,0,False,False,
177,26,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:08:00,2024-11-16 18:00:00,2024-11-16 18:49:00,8,True,False,개인 사정
178,26,2024-11-17,2024-11-17 09:00:00,,2024-11-17 18:00:00,,0,False,True,교통 문제
179,26,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:28:00,2024-11-18 18:00:00,2024-11-18 17:40:00,28,True,False,개인 사정
180,26,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:57:00,2024-11-19 18:00:00,2024-11-19 17:53:00,0,False,False,
181,26,2024-11-20,2024-11-20 09:00:00,2024-11-20 08:58:00,2024-11-20 18:00:00,2024-11-20 17:35:00,0,False,False,
182,26,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:23:00,2024-11-21 18:00:00,2024-11-21 18:22:00,23,True,False,교통 체증
183,27,2024-11-15,2024-11-15 09:00:00,,2024-11-15 18:00:00,,0,False,True,병가
184,27,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:12:00,2024-11-16 18:00:00,2024-11-16 18:11:00,12,True,False,개인 사정
185,27,2024-11-17,2024-11-17 09:00:00,,2024-11-17 18:00:00,,0,False,True,기타
186,27,2024-11-18,2024-11-18 09:00:00,,2024-11-18 18:00:00,,0,False,True,교통 문제
187,27,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:53:00,2024-11-19 18:00:00,2024-11-19 18:31:00,0,False,False,
188,27,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:24:00,2024-11-20 18:00:00,2024-11-20 17:44:00,24,True,False,개인 사정
189,27,2024-11-21,2024-11-21 09:00:00,,2024-11-21 18:00:00,,0,False,True,병가
190,28,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:08:00,2024-11-15 18:00:00,2024-11-15 18:24:00,8,True,False,교통 체증
191,28,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:29:00,2024-11-16 18:00:00,2024-11-16 17:31:00,29,True,False,개인 사정
192,28,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:14:00,2024-11-17 18:00:00,2024-11-17 17:40:00,14,True,False,교통 체증
193,28,2024-11-18,2024-11-18 09:00:00,2024-11-18 08:59:00,2024-11-18 18:00:00,2024-11-18 17:46:00,0,False,False,
194,28,2024-11-19,2024-11-19 09:00:00,,2024-11-19 18:00:00,,0,False,True,기타
195,28,2024-11-20,2024-11-20 09:00:00,2024-11-20 08:58:00,2024-11-20 18:00:00,2024-11-20 18:52:00,0,False,False,
196,28,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:17:00,2024-11-21 18:00:00,2024-11-21 18:29:00,17,True,False,교통 체증
197,29,2024-11-15,2024-11-15 09:00:00,,2024-11-15 18:00:00,,0,False,True,병가
198,29,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:26:00,2024-11-16 18:00:00,2024-11-16 17:58:00,26,True,False,개인 사정
199,29,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:06:00,2024-11-17 18:00:00,2024-11-17 18:57:00,6,True,False,개인 사정
200,29,2024-11-18,2024-11-18 09:00:00,,2024-11-18 18:00:00,,0,False,True,기타
201,29,2024-11-19,2024-11-19 09:00:00,,2024-11-19 18:00:00,,0,False,True,기타
